entityId,TTrvD,TTrvAS,x_center,y_center,radius,numStayPointsVisits,avgTimeVisit,num_travels,avg_travel_time,avg_travel_distance,avg_travel_avg_speed
205,54691.46946,7.01173,434952.87683,6460597.66691,9801.9114,13,24.153846153846153,40,16.525,121.82642874073974,7.233497275734308
206,54727.29649,7.01632,435454.45433,6461404.00474,10433.26556,10,24.2,40,16.425,104.74610026327132,6.464601732081628
207,54101.86193,6.93614,435576.39126,6460105.1053,10408.54604,13,23.692307692307693,40,16.55,110.056817412488,6.618075679372353
208,53250.62478,6.827,433734.29935,6461192.42387,9360.61126,18,23.22222222222222,40,16.55,117.79087418787635,7.0074643953605555
209,54274.41381,6.95826,433608.01936,6460943.81849,9958.39985,6,24.5,40,16.55,115.32091519054912,6.834789729875991
210,52189.80079,6.691,429548.87917,6461341.30724,10490.77702,16,25.1875,40,16.25,108.52341986742711,6.611765742920317
211,54333.5574,6.96584,434021.52172,6462750.89786,8943.09781,17,26.352941176470587,40,15.825,104.92774485995987,6.929260264294625
212,54828.61322,7.02931,437297.10831,6460022.60284,10369.5788,14,23.071428571428573,40,15.825,102.56869985322001,6.5891245198225805
213,53628.05118,6.87539,432039.51732,6461160.21765,10167.59486,13,21.46153846153846,40,15.7,111.27702849125573,6.850831947349258
214,55792.7283,7.15291,435689.29871,6459424.8751,10530.12616,15,24.8,40,15.85,111.72292163098197,7.030005245357776
215,55151.0618,7.07065,433491.85156,6461221.72144,10116.26548,14,24.5,40,15.85,116.17734786610222,7.24495031454136
216,55519.41077,7.11787,433663.72282,6460584.53575,10232.30121,11,23.181818181818183,40,15.85,123.08596049779854,7.737546241323995
217,53525.5941,6.86226,432559.36132,6460729.48168,10270.97558,8,23.125,40,15.825,106.29979850758757,6.801454920449835
218,52991.05747,6.79373,435681.34155,6461536.40681,9551.75275,10,24.9,40,15.75,110.58660735413851,6.874226673863224
219,53480.85576,6.85652,435086.52277,6460475.95095,10275.1387,14,24.5,40,15.725,111.47896907926811,6.765590806763909
220,56548.2978,7.24978,434924.5575,6460497.08848,9901.9158,13,22.53846153846154,40,15.725,119.06302425807682,7.536152136068712
221,53508.74835,6.8601,433936.64979,6459777.80229,10340.73121,6,26.333333333333332,40,15.725,104.20144677619335,6.585539559891433
222,55032.11776,7.0554,435063.88002,6459700.13957,10422.1631,13,25.384615384615383,40,15.725,116.15011506571184,7.152121554755775
223,54535.90458,6.99178,431866.46884,6459724.64847,10597.80613,17,23.058823529411764,40,15.725,104.97146108468908,6.732283674410018
224,54833.51102,7.02994,433620.65553,6460053.24933,10024.74382,12,22.333333333333332,40,15.725,108.88620376086972,7.005298277819987
225,54486.1211,6.9854,433375.70017,6460805.54552,9457.05569,17,23.529411764705884,40,15.65,114.04063960349416,7.227642747901131
226,53510.58171,6.86033,437471.63319,6460077.34073,10726.41844,10,25.7,40,15.65,108.74027929470326,6.973600908541586
227,55777.70821,7.15099,430884.66071,6459739.42122,10542.24495,9,27.555555555555557,40,15.45,112.0405683882876,7.148356159372111
228,54349.11016,6.96783,437676.1227,6460962.94747,9927.26429,9,25.555555555555557,39,15.820512820512821,116.08085633171045,7.158393215124499
229,55661.75597,7.13612,431572.16395,6459894.63766,10171.17301,12,23.833333333333332,39,15.871794871794872,108.88518444594585,6.956094736919184
230,54278.51839,6.95878,434651.15061,6461113.42951,9660.0055,14,24.5,39,15.923076923076923,115.48561356404235,7.139821172866766
231,53920.32088,6.91286,434023.60928,6462397.06266,9216.48931,16,25.0625,39,15.923076923076923,110.23411415979386,7.014473396127226
232,53376.66855,6.84316,432642.36437,6460778.0025,10029.14743,12,22.833333333333332,39,15.923076923076923,109.47591806104064,6.874779417375819
233,55074.28921,7.06081,434888.52949,6460547.3995,10086.11536,12,23.916666666666668,40,15.6,112.54941360569089,7.207011978553949
234,54471.38636,6.98351,433378.5461,6460896.04264,10035.31399,10,25.9,40,15.6,105.7870653624797,6.930893094310575
235,53825.39389,6.90069,435500.0522,6461326.7532,9765.46116,12,25.583333333333332,40,15.6,107.31297848830722,6.597463984743575
236,55013.6068,7.05303,435180.78576,6459883.21652,10272.89597,14,24.0,40,15.6,111.38965117411342,7.104992028689901
237,53238.51845,6.82545,434787.84181,6460915.84887,9729.26823,15,25.866666666666667,40,15.625,102.72041534942775,6.704955114591657
238,55303.68564,7.09022,435091.29537,6459541.28642,11131.77926,12,23.583333333333332,40,15.4,106.11917503998396,6.926498505386128
239,55730.63705,7.14495,432620.44803,6461388.10217,9340.33799,7,23.285714285714285,40,15.4,106.52640847014118,6.877585433400384
240,54146.20234,6.94182,435782.02764,6460489.32639,10042.79943,11,24.454545454545453,40,15.175,104.92903037746126,6.8223783940841285
241,55883.56635,7.16456,436775.10759,6459252.74598,10867.88658,11,25.181818181818183,40,15.225,109.1242872561099,7.342300041139443
242,54384.75593,6.9724,434287.97004,6460938.86452,10299.74581,10,23.0,40,15.225,106.10144589539644,6.895903518732038
243,55886.4413,7.16493,433004.56358,6460414.17807,10511.22322,7,24.571428571428573,40,15.225,107.67697767872671,6.895409881386247
244,54469.38024,6.98325,437714.19912,6460183.6456,10439.49651,10,22.5,40,15.225,104.38741750882082,6.7070659956471586
245,54485.61122,6.98533,431071.9987,6461898.38482,9600.9795,10,25.1,39,15.384615384615385,112.28259803950529,7.24244574374636
246,54188.45797,6.94724,434545.30695,6459606.91105,10000.25069,14,24.5,40,15.025,110.99527316916333,7.225897080539513
247,53422.79081,6.84908,432075.74792,6460462.67083,10649.17135,11,25.181818181818183,40,14.975,97.5618841072853,6.60519425925789
248,54814.72,7.02753,433272.70814,6460605.90723,10369.76907,14,23.142857142857142,40,14.975,104.25462610982007,6.986663298555959
249,56220.27041,7.20773,432349.68897,6460308.93065,9774.54653,10,23.6,40,15.025,115.83237068914006,7.463865751792324
250,54212.85437,6.95037,434822.61735,6461069.03301,10025.76747,11,23.727272727272727,40,15.125,108.49746284044147,7.1172166872965335
251,55994.61746,7.1788,434508.06208,6459567.43379,10547.70009,10,25.5,40,15.125,108.32574573662232,7.241048683771174
252,56011.9139,7.18101,435372.51008,6459388.82912,10996.4633,7,23.0,40,15.075,113.41603653005049,7.271888242715756
253,54985.7791,7.04946,435496.31572,6459978.51336,10740.39954,17,25.647058823529413,40,15.075,105.87646419792466,7.05728510084195
254,54084.29508,6.93388,433898.21895,6461766.12668,9615.14896,17,25.823529411764707,40,15.075,106.92582212214684,6.853597173610448
255,54206.56282,6.94956,432871.31429,6459966.8227,10663.03713,10,22.4,40,15.1,107.37667785277503,6.9873656788087475
256,53389.36722,6.84479,434848.2793,6460480.77053,10157.73206,14,23.071428571428573,40,15.1,92.75647571208881,6.217999879935788
257,55474.98667,7.11218,435945.74844,6459434.61142,10708.60068,10,22.7,40,15.2,109.33687533925402,7.1411456944105565
